Overriding config with config/exp1_depth.py:
# Experiment 1 - Depth sweep
# Vary: n_layer ∈ {2, 4, 8, 12}
# Fixed: n_head = 8, n_embd = 256, dropout = 0.0
# Usage: python train.py config/exp1_depth.py --n_layer=2

out_dir = 'out-exp1-depth'  # will be overridden by run script
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp1-depth'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6  # overridden via command line
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp1-layer8
Overriding: n_layer = 8
Overriding: wandb_run_name = exp1-layer8
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 6.35M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 34, with 6,415,360 parameters
num non-decayed parameter tensors: 17, with 4,352 parameters
iter 3810: loss 0.5564, time 360.93ms, mfu 0.60%
iter 3820: loss 0.6067, time 362.89ms, mfu 0.61%
iter 3830: loss 0.5829, time 362.44ms, mfu 0.61%
iter 3840: loss 0.5846, time 360.56ms, mfu 0.61%
iter 3850: loss 0.6009, time 372.96ms, mfu 0.61%
iter 3860: loss 0.6312, time 357.03ms, mfu 0.62%
iter 3870: loss 0.6144, time 362.14ms, mfu 0.62%
iter 3880: loss 0.6218, time 361.88ms, mfu 0.62%
iter 3890: loss 0.6455, time 362.54ms, mfu 0.63%
iter 3900: loss 0.5962, time 371.62ms, mfu 0.63%
iter 3910: loss 0.5937, time 362.83ms, mfu 0.63%
iter 3920: loss 0.6123, time 373.39ms, mfu 0.63%
iter 3930: loss 0.6223, time 357.85ms, mfu 0.63%
iter 3940: loss 0.6147, time 361.89ms, mfu 0.63%
iter 3950: loss 0.6037, time 359.02ms, mfu 0.63%
iter 3960: loss 0.6019, time 357.43ms, mfu 0.63%
iter 3970: loss 0.5950, time 376.63ms, mfu 0.63%
iter 3980: loss 0.6053, time 365.76ms, mfu 0.63%
iter 3990: loss 0.5980, time 360.76ms, mfu 0.63%
step 4000: train loss 0.6030, val loss 0.6038
saving checkpoint to out-exp1-layer8
iter 4000: loss 0.6157, time 51348.62ms, mfu 0.57%
iter 4010: loss 0.5546, time 362.44ms, mfu 0.58%
iter 4020: loss 0.5842, time 361.29ms, mfu 0.59%
iter 4030: loss 0.5523, time 376.96ms, mfu 0.59%
iter 4040: loss 0.6079, time 363.72ms, mfu 0.59%
iter 4050: loss 0.6246, time 360.78ms, mfu 0.60%
iter 4060: loss 0.5886, time 367.72ms, mfu 0.60%
iter 4070: loss 0.6293, time 364.26ms, mfu 0.61%
iter 4080: loss 0.5948, time 361.53ms, mfu 0.61%
iter 4090: loss 0.6179, time 359.88ms, mfu 0.61%
iter 4100: loss 0.5924, time 363.45ms, mfu 0.62%
iter 4110: loss 0.5956, time 371.70ms, mfu 0.62%
iter 4120: loss 0.6287, time 358.88ms, mfu 0.62%
iter 4130: loss 0.5889, time 380.32ms, mfu 0.62%
iter 4140: loss 0.6012, time 365.16ms, mfu 0.62%
iter 4150: loss 0.6263, time 358.49ms, mfu 0.63%
iter 4160: loss 0.6238, time 362.08ms, mfu 0.63%
iter 4170: loss 0.6202, time 366.23ms, mfu 0.63%
iter 4180: loss 0.5785, time 362.37ms, mfu 0.63%
iter 4190: loss 0.5621, time 362.40ms, mfu 0.63%
iter 4200: loss 0.6285, time 368.11ms, mfu 0.63%
iter 4210: loss 0.6037, time 359.08ms, mfu 0.63%
iter 4220: loss 0.6438, time 314.66ms, mfu 0.64%
iter 4230: loss 0.6345, time 319.55ms, mfu 0.65%
iter 4240: loss 0.5947, time 321.61ms, mfu 0.66%
step 4250: train loss 0.5961, val loss 0.5954
saving checkpoint to out-exp1-layer8
iter 4250: loss 0.6122, time 46263.85ms, mfu 0.59%
iter 4260: loss 0.5518, time 324.83ms, mfu 0.61%
iter 4270: loss 0.5613, time 321.44ms, mfu 0.62%
iter 4280: loss 0.6167, time 321.70ms, mfu 0.63%
iter 4290: loss 0.6044, time 324.66ms, mfu 0.64%
iter 4300: loss 0.6341, time 326.19ms, mfu 0.65%
iter 4310: loss 0.5908, time 340.66ms, mfu 0.65%
iter 4320: loss 0.5879, time 347.09ms, mfu 0.65%
iter 4330: loss 0.6045, time 347.88ms, mfu 0.65%
iter 4340: loss 0.5975, time 343.48ms, mfu 0.66%
iter 4350: loss 0.5937, time 344.37ms, mfu 0.66%
iter 4360: loss 0.6212, time 349.32ms, mfu 0.66%
iter 4370: loss 0.5698, time 336.93ms, mfu 0.66%
iter 4380: loss 0.5794, time 346.34ms, mfu 0.66%
iter 4390: loss 0.5793, time 345.35ms, mfu 0.66%
iter 4400: loss 0.6115, time 343.22ms, mfu 0.67%
iter 4410: loss 0.5921, time 343.14ms, mfu 0.67%
iter 4420: loss 0.6147, time 351.75ms, mfu 0.67%
iter 4430: loss 0.6364, time 343.81ms, mfu 0.67%
iter 4440: loss 0.5655, time 347.16ms, mfu 0.67%
iter 4450: loss 0.5635, time 353.15ms, mfu 0.67%
iter 4460: loss 0.5837, time 346.44ms, mfu 0.67%
iter 4470: loss 0.5753, time 354.74ms, mfu 0.67%
iter 4480: loss 0.5858, time 396.22ms, mfu 0.66%
iter 4490: loss 0.5762, time 376.84ms, mfu 0.66%
step 4500: train loss 0.5898, val loss 0.5906
saving checkpoint to out-exp1-layer8
iter 4500: loss 0.6148, time 53719.06ms, mfu 0.59%
iter 4510: loss 0.5798, time 376.95ms, mfu 0.59%
iter 4520: loss 0.5897, time 370.89ms, mfu 0.60%
iter 4530: loss 0.5856, time 382.90ms, mfu 0.60%
iter 4540: loss 0.5801, time 381.74ms, mfu 0.60%
iter 4550: loss 0.5569, time 383.92ms, mfu 0.60%
iter 4560: loss 0.6310, time 380.74ms, mfu 0.60%
iter 4570: loss 0.5693, time 380.73ms, mfu 0.60%
iter 4580: loss 0.5764, time 378.84ms, mfu 0.60%
iter 4590: loss 0.5679, time 379.17ms, mfu 0.60%
iter 4600: loss 0.5803, time 375.70ms, mfu 0.61%
iter 4610: loss 0.6006, time 378.06ms, mfu 0.61%
iter 4620: loss 0.5730, time 374.09ms, mfu 0.61%
iter 4630: loss 0.6032, time 381.65ms, mfu 0.61%
iter 4640: loss 0.5799, time 383.52ms, mfu 0.61%
iter 4650: loss 0.5937, time 374.71ms, mfu 0.61%
iter 4660: loss 0.6161, time 381.90ms, mfu 0.61%
iter 4670: loss 0.5853, time 372.67ms, mfu 0.61%
iter 4680: loss 0.5701, time 387.01ms, mfu 0.61%
iter 4690: loss 0.5839, time 376.73ms, mfu 0.61%
iter 4700: loss 0.5648, time 376.56ms, mfu 0.61%
iter 4710: loss 0.5815, time 367.99ms, mfu 0.61%
iter 4720: loss 0.5862, time 376.69ms, mfu 0.62%
iter 4730: loss 0.5680, time 378.83ms, mfu 0.62%
iter 4740: loss 0.5708, time 370.20ms, mfu 0.62%
step 4750: train loss 0.5876, val loss 0.5890
saving checkpoint to out-exp1-layer8
iter 4750: loss 0.5905, time 52192.49ms, mfu 0.56%
iter 4760: loss 0.5888, time 344.32ms, mfu 0.57%
iter 4770: loss 0.5840, time 341.11ms, mfu 0.58%
iter 4780: loss 0.5892, time 353.98ms, mfu 0.59%
iter 4790: loss 0.5623, time 350.22ms, mfu 0.60%
iter 4800: loss 0.5832, time 341.22ms, mfu 0.60%
iter 4810: loss 0.5564, time 347.79ms, mfu 0.61%
iter 4820: loss 0.5904, time 343.88ms, mfu 0.62%
iter 4830: loss 0.5912, time 339.33ms, mfu 0.62%
iter 4840: loss 0.6311, time 342.97ms, mfu 0.63%
iter 4850: loss 0.5689, time 345.64ms, mfu 0.63%
iter 4860: loss 0.5650, time 343.24ms, mfu 0.64%
iter 4870: loss 0.5966, time 352.80ms, mfu 0.64%
iter 4880: loss 0.5784, time 344.46ms, mfu 0.64%
iter 4890: loss 0.6048, time 346.68ms, mfu 0.65%
iter 4900: loss 0.5844, time 353.81ms, mfu 0.65%
iter 4910: loss 0.5703, time 343.16ms, mfu 0.65%
iter 4920: loss 0.5825, time 344.70ms, mfu 0.65%
iter 4930: loss 0.5897, time 354.16ms, mfu 0.65%
iter 4940: loss 0.5737, time 345.24ms, mfu 0.66%
iter 4950: loss 0.5712, time 342.85ms, mfu 0.66%
iter 4960: loss 0.6026, time 353.23ms, mfu 0.66%
iter 4970: loss 0.6042, time 343.98ms, mfu 0.66%
iter 4980: loss 0.6288, time 343.58ms, mfu 0.66%
iter 4990: loss 0.5726, time 386.47ms, mfu 0.66%
step 5000: train loss 0.5857, val loss 0.5852
saving checkpoint to out-exp1-layer8
iter 5000: loss 0.6019, time 50175.67ms, mfu 0.59%
