Overriding config with config/exp1_depth.py:
# Experiment 1 - Depth sweep
# Vary: n_layer ∈ {2, 4, 8, 12}
# Fixed: n_head = 8, n_embd = 256, dropout = 0.0
# Usage: python train.py config/exp1_depth.py --n_layer=2

out_dir = 'out-exp1-depth'  # will be overridden by run script
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp1-depth'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6  # overridden via command line
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp1-layer2
Overriding: n_layer = 2
Overriding: wandb_run_name = exp1-layer2
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 1.63M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 10, with 1,696,768 parameters
num non-decayed parameter tensors: 5, with 1,280 parameters
iter 3810: loss 0.7434, time 96.40ms, mfu 0.59%
iter 3820: loss 0.7264, time 95.60ms, mfu 0.59%
iter 3830: loss 0.7230, time 89.47ms, mfu 0.60%
iter 3840: loss 0.7252, time 89.93ms, mfu 0.61%
iter 3850: loss 0.7129, time 88.99ms, mfu 0.61%
iter 3860: loss 0.7296, time 92.75ms, mfu 0.62%
iter 3870: loss 0.6934, time 90.39ms, mfu 0.62%
iter 3880: loss 0.7342, time 90.84ms, mfu 0.62%
iter 3890: loss 0.7029, time 90.85ms, mfu 0.63%
iter 3900: loss 0.7024, time 90.12ms, mfu 0.63%
iter 3910: loss 0.7078, time 90.04ms, mfu 0.63%
iter 3920: loss 0.7178, time 89.05ms, mfu 0.64%
iter 3930: loss 0.7206, time 86.40ms, mfu 0.64%
iter 3940: loss 0.7283, time 91.45ms, mfu 0.64%
iter 3950: loss 0.7119, time 89.23ms, mfu 0.65%
iter 3960: loss 0.7390, time 88.17ms, mfu 0.65%
iter 3970: loss 0.7122, time 96.35ms, mfu 0.65%
iter 3980: loss 0.7555, time 91.36ms, mfu 0.65%
iter 3990: loss 0.6998, time 91.30ms, mfu 0.65%
step 4000: train loss 0.7110, val loss 0.7100
saving checkpoint to out-exp1-layer2
iter 4000: loss 0.6942, time 15474.90ms, mfu 0.58%
iter 4010: loss 0.6989, time 99.44ms, mfu 0.59%
iter 4020: loss 0.6689, time 92.52ms, mfu 0.59%
iter 4030: loss 0.7080, time 95.14ms, mfu 0.59%
iter 4040: loss 0.7424, time 95.08ms, mfu 0.60%
iter 4050: loss 0.7060, time 92.16ms, mfu 0.60%
iter 4060: loss 0.6842, time 91.85ms, mfu 0.61%
iter 4070: loss 0.7507, time 88.76ms, mfu 0.61%
iter 4080: loss 0.7093, time 88.74ms, mfu 0.62%
iter 4090: loss 0.6939, time 91.08ms, mfu 0.62%
iter 4100: loss 0.7244, time 91.10ms, mfu 0.63%
iter 4110: loss 0.6843, time 90.23ms, mfu 0.63%
iter 4120: loss 0.6949, time 91.49ms, mfu 0.63%
iter 4130: loss 0.7140, time 90.01ms, mfu 0.64%
iter 4140: loss 0.7045, time 92.62ms, mfu 0.64%
iter 4150: loss 0.7007, time 89.89ms, mfu 0.64%
iter 4160: loss 0.7063, time 88.54ms, mfu 0.64%
iter 4170: loss 0.6807, time 90.74ms, mfu 0.64%
iter 4180: loss 0.6800, time 89.63ms, mfu 0.65%
iter 4190: loss 0.7118, time 90.74ms, mfu 0.65%
iter 4200: loss 0.6790, time 87.78ms, mfu 0.65%
iter 4210: loss 0.7273, time 87.50ms, mfu 0.65%
iter 4220: loss 0.7035, time 87.03ms, mfu 0.66%
iter 4230: loss 0.6825, time 87.23ms, mfu 0.66%
iter 4240: loss 0.7231, time 89.56ms, mfu 0.66%
step 4250: train loss 0.7029, val loss 0.7037
saving checkpoint to out-exp1-layer2
iter 4250: loss 0.7330, time 14013.76ms, mfu 0.59%
iter 4260: loss 0.6843, time 92.05ms, mfu 0.60%
iter 4270: loss 0.7100, time 91.49ms, mfu 0.61%
iter 4280: loss 0.6886, time 89.79ms, mfu 0.61%
iter 4290: loss 0.6642, time 89.74ms, mfu 0.62%
iter 4300: loss 0.7021, time 91.20ms, mfu 0.62%
iter 4310: loss 0.7098, time 91.85ms, mfu 0.62%
iter 4320: loss 0.7211, time 94.12ms, mfu 0.62%
iter 4330: loss 0.7053, time 93.41ms, mfu 0.63%
iter 4340: loss 0.6912, time 91.13ms, mfu 0.63%
iter 4350: loss 0.7167, time 89.57ms, mfu 0.63%
iter 4360: loss 0.6729, time 89.45ms, mfu 0.64%
iter 4370: loss 0.6960, time 88.81ms, mfu 0.64%
iter 4380: loss 0.6834, time 92.10ms, mfu 0.64%
iter 4390: loss 0.7195, time 94.15ms, mfu 0.64%
iter 4400: loss 0.7000, time 90.08ms, mfu 0.64%
iter 4410: loss 0.7164, time 89.99ms, mfu 0.64%
iter 4420: loss 0.7160, time 89.44ms, mfu 0.65%
iter 4430: loss 0.6843, time 91.86ms, mfu 0.65%
iter 4440: loss 0.6608, time 93.99ms, mfu 0.65%
iter 4450: loss 0.7118, time 93.03ms, mfu 0.65%
iter 4460: loss 0.7361, time 92.73ms, mfu 0.65%
iter 4470: loss 0.7106, time 91.13ms, mfu 0.65%
iter 4480: loss 0.6628, time 91.79ms, mfu 0.65%
iter 4490: loss 0.6799, time 92.52ms, mfu 0.65%
step 4500: train loss 0.6966, val loss 0.6990
saving checkpoint to out-exp1-layer2
iter 4500: loss 0.7077, time 14805.23ms, mfu 0.58%
iter 4510: loss 0.6724, time 93.44ms, mfu 0.59%
iter 4520: loss 0.7282, time 89.05ms, mfu 0.60%
iter 4530: loss 0.7129, time 88.44ms, mfu 0.60%
iter 4540: loss 0.6952, time 90.75ms, mfu 0.61%
iter 4550: loss 0.7209, time 88.97ms, mfu 0.62%
iter 4560: loss 0.6835, time 91.62ms, mfu 0.62%
iter 4570: loss 0.7088, time 96.24ms, mfu 0.62%
iter 4580: loss 0.7251, time 90.14ms, mfu 0.62%
iter 4590: loss 0.6951, time 88.81ms, mfu 0.63%
iter 4600: loss 0.6914, time 90.89ms, mfu 0.63%
iter 4610: loss 0.6736, time 90.94ms, mfu 0.63%
iter 4620: loss 0.6582, time 90.70ms, mfu 0.64%
iter 4630: loss 0.6745, time 89.86ms, mfu 0.64%
iter 4640: loss 0.7423, time 90.06ms, mfu 0.64%
iter 4650: loss 0.7026, time 89.23ms, mfu 0.64%
iter 4660: loss 0.7008, time 86.17ms, mfu 0.65%
iter 4670: loss 0.6827, time 92.63ms, mfu 0.65%
iter 4680: loss 0.6754, time 90.74ms, mfu 0.65%
iter 4690: loss 0.6853, time 90.46ms, mfu 0.65%
iter 4700: loss 0.6839, time 94.09ms, mfu 0.65%
iter 4710: loss 0.6848, time 91.99ms, mfu 0.65%
iter 4720: loss 0.6956, time 90.19ms, mfu 0.65%
iter 4730: loss 0.6923, time 90.41ms, mfu 0.65%
iter 4740: loss 0.7094, time 89.54ms, mfu 0.65%
step 4750: train loss 0.6947, val loss 0.6926
saving checkpoint to out-exp1-layer2
iter 4750: loss 0.6899, time 13618.36ms, mfu 0.59%
iter 4760: loss 0.6674, time 95.87ms, mfu 0.59%
iter 4770: loss 0.6978, time 91.90ms, mfu 0.60%
iter 4780: loss 0.6941, time 91.89ms, mfu 0.60%
iter 4790: loss 0.6589, time 91.14ms, mfu 0.61%
iter 4800: loss 0.6659, time 88.36ms, mfu 0.61%
iter 4810: loss 0.7152, time 88.36ms, mfu 0.62%
iter 4820: loss 0.6770, time 92.74ms, mfu 0.62%
iter 4830: loss 0.7027, time 89.96ms, mfu 0.63%
iter 4840: loss 0.6560, time 90.28ms, mfu 0.63%
iter 4850: loss 0.6789, time 89.59ms, mfu 0.63%
iter 4860: loss 0.6987, time 94.14ms, mfu 0.63%
iter 4870: loss 0.6835, time 89.05ms, mfu 0.64%
iter 4880: loss 0.7068, time 90.24ms, mfu 0.64%
iter 4890: loss 0.6863, time 88.97ms, mfu 0.64%
iter 4900: loss 0.7345, time 88.10ms, mfu 0.65%
iter 4910: loss 0.6738, time 90.54ms, mfu 0.65%
iter 4920: loss 0.7235, time 90.18ms, mfu 0.65%
iter 4930: loss 0.6866, time 90.17ms, mfu 0.65%
iter 4940: loss 0.6579, time 91.12ms, mfu 0.65%
iter 4950: loss 0.6682, time 90.02ms, mfu 0.65%
iter 4960: loss 0.6626, time 88.45ms, mfu 0.65%
iter 4970: loss 0.7116, time 87.21ms, mfu 0.66%
iter 4980: loss 0.6901, time 88.23ms, mfu 0.66%
iter 4990: loss 0.6740, time 87.44ms, mfu 0.66%
step 5000: train loss 0.6898, val loss 0.6920
saving checkpoint to out-exp1-layer2
iter 5000: loss 0.7123, time 14115.16ms, mfu 0.60%
