Overriding config with config/exp2_width.py:
# Experiment 2 - Width sweep
# Vary: n_embd ∈ {128, 192, 256, 384}
# Fixed: n_layer = 6, n_head = 8, dropout = 0.0

out_dir = 'out-exp2-width'
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp2-width'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6
n_head = 8
n_embd = 256  # overridden via command line
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp2-embd192
Overriding: n_embd = 192
Overriding: wandb_run_name = exp2-embd192
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 2.70M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 2,747,136 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 3840: loss 0.6356, time 192.93ms, mfu 0.52%
iter 3850: loss 0.6798, time 189.82ms, mfu 0.52%
iter 3860: loss 0.6650, time 190.23ms, mfu 0.52%
iter 3870: loss 0.6501, time 192.19ms, mfu 0.52%
iter 3880: loss 0.6301, time 189.84ms, mfu 0.53%
iter 3890: loss 0.6312, time 189.96ms, mfu 0.53%
iter 3900: loss 0.6788, time 187.31ms, mfu 0.53%
iter 3910: loss 0.6612, time 188.24ms, mfu 0.53%
iter 3920: loss 0.6570, time 192.06ms, mfu 0.53%
iter 3930: loss 0.6138, time 194.42ms, mfu 0.53%
iter 3940: loss 0.6724, time 192.11ms, mfu 0.53%
iter 3950: loss 0.6491, time 191.80ms, mfu 0.54%
iter 3960: loss 0.6907, time 190.70ms, mfu 0.54%
iter 3970: loss 0.6636, time 190.44ms, mfu 0.54%
iter 3980: loss 0.6346, time 191.62ms, mfu 0.54%
iter 3990: loss 0.6508, time 191.26ms, mfu 0.54%
step 4000: train loss 0.6519, val loss 0.6494
saving checkpoint to out-exp2-embd192
iter 4000: loss 0.6310, time 27650.76ms, mfu 0.48%
iter 4010: loss 0.6843, time 189.68ms, mfu 0.49%
iter 4020: loss 0.6544, time 190.40ms, mfu 0.50%
iter 4030: loss 0.6279, time 190.22ms, mfu 0.50%
iter 4040: loss 0.6512, time 191.36ms, mfu 0.50%
iter 4050: loss 0.6812, time 190.33ms, mfu 0.51%
iter 4060: loss 0.6438, time 188.72ms, mfu 0.51%
iter 4070: loss 0.6565, time 190.35ms, mfu 0.52%
iter 4080: loss 0.6335, time 191.56ms, mfu 0.52%
iter 4090: loss 0.6369, time 191.92ms, mfu 0.52%
iter 4100: loss 0.6466, time 190.67ms, mfu 0.52%
iter 4110: loss 0.6240, time 190.32ms, mfu 0.53%
iter 4120: loss 0.6418, time 193.74ms, mfu 0.53%
iter 4130: loss 0.6437, time 192.69ms, mfu 0.53%
iter 4140: loss 0.6671, time 190.25ms, mfu 0.53%
iter 4150: loss 0.6470, time 190.67ms, mfu 0.53%
iter 4160: loss 0.6493, time 190.56ms, mfu 0.53%
iter 4170: loss 0.6952, time 187.28ms, mfu 0.53%
iter 4180: loss 0.6786, time 190.21ms, mfu 0.54%
iter 4190: loss 0.6409, time 194.93ms, mfu 0.53%
iter 4200: loss 0.6305, time 193.65ms, mfu 0.53%
iter 4210: loss 0.6381, time 196.86ms, mfu 0.53%
iter 4220: loss 0.6339, time 189.74ms, mfu 0.54%
iter 4230: loss 0.6701, time 190.09ms, mfu 0.54%
iter 4240: loss 0.6587, time 191.45ms, mfu 0.54%
step 4250: train loss 0.6456, val loss 0.6425
saving checkpoint to out-exp2-embd192
iter 4250: loss 0.6452, time 27593.17ms, mfu 0.48%
iter 4260: loss 0.6850, time 190.50ms, mfu 0.49%
iter 4270: loss 0.6446, time 191.62ms, mfu 0.49%
iter 4280: loss 0.6551, time 189.91ms, mfu 0.50%
iter 4290: loss 0.6378, time 189.78ms, mfu 0.50%
iter 4300: loss 0.6416, time 186.81ms, mfu 0.51%
iter 4310: loss 0.6437, time 187.19ms, mfu 0.51%
iter 4320: loss 0.6293, time 187.98ms, mfu 0.52%
iter 4330: loss 0.6863, time 190.89ms, mfu 0.52%
iter 4340: loss 0.6232, time 194.89ms, mfu 0.52%
iter 4350: loss 0.6373, time 194.09ms, mfu 0.52%
iter 4360: loss 0.6168, time 190.28ms, mfu 0.52%
iter 4370: loss 0.6291, time 190.15ms, mfu 0.53%
iter 4380: loss 0.6474, time 190.04ms, mfu 0.53%
iter 4390: loss 0.6487, time 189.92ms, mfu 0.53%
iter 4400: loss 0.6563, time 190.46ms, mfu 0.53%
iter 4410: loss 0.6036, time 189.44ms, mfu 0.53%
iter 4420: loss 0.6303, time 187.77ms, mfu 0.54%
iter 4430: loss 0.6241, time 188.92ms, mfu 0.54%
iter 4440: loss 0.6160, time 193.80ms, mfu 0.54%
iter 4450: loss 0.6577, time 192.68ms, mfu 0.54%
iter 4460: loss 0.6489, time 190.44ms, mfu 0.54%
iter 4470: loss 0.6291, time 190.97ms, mfu 0.54%
iter 4480: loss 0.6272, time 190.19ms, mfu 0.54%
iter 4490: loss 0.5994, time 189.99ms, mfu 0.54%
step 4500: train loss 0.6385, val loss 0.6373
saving checkpoint to out-exp2-embd192
iter 4500: loss 0.6161, time 27586.62ms, mfu 0.49%
iter 4510: loss 0.6270, time 189.37ms, mfu 0.49%
iter 4520: loss 0.6769, time 192.63ms, mfu 0.50%
iter 4530: loss 0.6540, time 189.17ms, mfu 0.50%
iter 4540: loss 0.5962, time 188.13ms, mfu 0.51%
iter 4550: loss 0.6355, time 190.19ms, mfu 0.51%
iter 4560: loss 0.6317, time 187.76ms, mfu 0.51%
iter 4570: loss 0.6619, time 189.91ms, mfu 0.52%
iter 4580: loss 0.6445, time 194.39ms, mfu 0.52%
iter 4590: loss 0.6279, time 190.01ms, mfu 0.52%
iter 4600: loss 0.5990, time 193.85ms, mfu 0.52%
iter 4610: loss 0.6464, time 189.64ms, mfu 0.53%
iter 4620: loss 0.6408, time 189.14ms, mfu 0.53%
iter 4630: loss 0.6207, time 190.08ms, mfu 0.53%
iter 4640: loss 0.6345, time 189.90ms, mfu 0.53%
iter 4650: loss 0.6210, time 186.02ms, mfu 0.53%
iter 4660: loss 0.6243, time 187.85ms, mfu 0.54%
iter 4670: loss 0.6227, time 188.26ms, mfu 0.54%
iter 4680: loss 0.6313, time 193.00ms, mfu 0.54%
iter 4690: loss 0.6146, time 192.08ms, mfu 0.54%
iter 4700: loss 0.6340, time 189.98ms, mfu 0.54%
iter 4710: loss 0.6278, time 193.50ms, mfu 0.54%
iter 4720: loss 0.6026, time 189.59ms, mfu 0.54%
iter 4730: loss 0.6685, time 189.53ms, mfu 0.54%
iter 4740: loss 0.6495, time 190.17ms, mfu 0.54%
step 4750: train loss 0.6346, val loss 0.6350
saving checkpoint to out-exp2-embd192
iter 4750: loss 0.6621, time 27471.77ms, mfu 0.49%
iter 4760: loss 0.6619, time 189.31ms, mfu 0.49%
iter 4770: loss 0.6498, time 188.61ms, mfu 0.50%
iter 4780: loss 0.6190, time 187.69ms, mfu 0.50%
iter 4790: loss 0.6405, time 187.21ms, mfu 0.51%
iter 4800: loss 0.6181, time 190.07ms, mfu 0.51%
iter 4810: loss 0.6272, time 191.38ms, mfu 0.52%
iter 4820: loss 0.6245, time 188.78ms, mfu 0.52%
iter 4830: loss 0.6202, time 186.09ms, mfu 0.52%
iter 4840: loss 0.6302, time 186.21ms, mfu 0.53%
iter 4850: loss 0.6176, time 188.37ms, mfu 0.53%
iter 4860: loss 0.6235, time 193.03ms, mfu 0.53%
iter 4870: loss 0.6240, time 191.91ms, mfu 0.53%
iter 4880: loss 0.6535, time 190.52ms, mfu 0.53%
iter 4890: loss 0.5778, time 191.42ms, mfu 0.53%
iter 4900: loss 0.6469, time 189.27ms, mfu 0.53%
iter 4910: loss 0.5981, time 189.82ms, mfu 0.54%
iter 4920: loss 0.6360, time 190.27ms, mfu 0.54%
iter 4930: loss 0.6004, time 187.78ms, mfu 0.54%
iter 4940: loss 0.5996, time 190.35ms, mfu 0.54%
iter 4950: loss 0.6533, time 188.78ms, mfu 0.54%
iter 4960: loss 0.6836, time 192.94ms, mfu 0.54%
iter 4970: loss 0.6352, time 193.74ms, mfu 0.54%
iter 4980: loss 0.6175, time 190.68ms, mfu 0.54%
iter 4990: loss 0.6345, time 189.39ms, mfu 0.54%
step 5000: train loss 0.6308, val loss 0.6324
saving checkpoint to out-exp2-embd192
iter 5000: loss 0.6193, time 27460.20ms, mfu 0.49%
