Overriding config with config/exp1_depth.py:
# Experiment 1 - Depth sweep
# Vary: n_layer ∈ {2, 4, 8, 12}
# Fixed: n_head = 8, n_embd = 256, dropout = 0.0
# Usage: python train.py config/exp1_depth.py --n_layer=2

out_dir = 'out-exp1-depth'  # will be overridden by run script
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp1-depth'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6  # overridden via command line
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp1-layer12
Overriding: n_layer = 12
Overriding: wandb_run_name = exp1-layer12
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 9.50M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 50, with 9,561,088 parameters
num non-decayed parameter tensors: 25, with 6,400 parameters
iter 3810: loss 0.5830, time 492.17ms, mfu 0.68%
iter 3820: loss 0.6131, time 487.47ms, mfu 0.68%
iter 3830: loss 0.5826, time 482.76ms, mfu 0.69%
iter 3840: loss 0.5988, time 483.13ms, mfu 0.69%
iter 3850: loss 0.6016, time 482.90ms, mfu 0.69%
iter 3860: loss 0.5577, time 482.87ms, mfu 0.70%
iter 3870: loss 0.5749, time 485.51ms, mfu 0.70%
iter 3880: loss 0.5960, time 485.01ms, mfu 0.70%
iter 3890: loss 0.5865, time 487.66ms, mfu 0.70%
iter 3900: loss 0.5604, time 487.58ms, mfu 0.70%
iter 3910: loss 0.5913, time 481.59ms, mfu 0.71%
iter 3920: loss 0.5927, time 482.14ms, mfu 0.71%
iter 3930: loss 0.6075, time 482.93ms, mfu 0.71%
iter 3940: loss 0.5870, time 482.75ms, mfu 0.71%
iter 3950: loss 0.6202, time 483.03ms, mfu 0.71%
iter 3960: loss 0.5868, time 485.27ms, mfu 0.71%
iter 3970: loss 0.6053, time 484.69ms, mfu 0.71%
iter 3980: loss 0.5868, time 488.17ms, mfu 0.71%
iter 3990: loss 0.5751, time 489.23ms, mfu 0.71%
step 4000: train loss 0.5882, val loss 0.5864
saving checkpoint to out-exp1-layer12
iter 4000: loss 0.5872, time 68478.64ms, mfu 0.64%
iter 4010: loss 0.5921, time 484.24ms, mfu 0.65%
iter 4020: loss 0.5784, time 483.87ms, mfu 0.66%
iter 4030: loss 0.5733, time 483.60ms, mfu 0.66%
iter 4040: loss 0.6272, time 483.04ms, mfu 0.67%
iter 4050: loss 0.5763, time 482.90ms, mfu 0.67%
iter 4060: loss 0.5882, time 480.66ms, mfu 0.68%
iter 4070: loss 0.5960, time 482.11ms, mfu 0.68%
iter 4080: loss 0.6141, time 482.28ms, mfu 0.69%
iter 4090: loss 0.5548, time 481.12ms, mfu 0.69%
iter 4100: loss 0.5586, time 484.48ms, mfu 0.69%
iter 4110: loss 0.5738, time 480.31ms, mfu 0.70%
iter 4120: loss 0.5784, time 481.34ms, mfu 0.70%
iter 4130: loss 0.6151, time 482.04ms, mfu 0.70%
iter 4140: loss 0.6071, time 485.46ms, mfu 0.70%
iter 4150: loss 0.5778, time 489.01ms, mfu 0.71%
iter 4160: loss 0.5669, time 499.32ms, mfu 0.70%
iter 4170: loss 0.5641, time 483.90ms, mfu 0.71%
iter 4180: loss 0.5750, time 484.68ms, mfu 0.71%
iter 4190: loss 0.6084, time 489.90ms, mfu 0.71%
iter 4200: loss 0.5892, time 485.63ms, mfu 0.71%
iter 4210: loss 0.6295, time 483.81ms, mfu 0.71%
iter 4220: loss 0.5801, time 482.21ms, mfu 0.71%
iter 4230: loss 0.5596, time 482.69ms, mfu 0.71%
iter 4240: loss 0.5824, time 481.54ms, mfu 0.71%
step 4250: train loss 0.5789, val loss 0.5822
saving checkpoint to out-exp1-layer12
iter 4250: loss 0.5641, time 68485.65ms, mfu 0.64%
iter 4260: loss 0.5980, time 487.55ms, mfu 0.65%
iter 4270: loss 0.5883, time 489.56ms, mfu 0.66%
iter 4280: loss 0.5795, time 482.33ms, mfu 0.66%
iter 4290: loss 0.5620, time 482.56ms, mfu 0.67%
iter 4300: loss 0.5914, time 482.33ms, mfu 0.67%
iter 4310: loss 0.5800, time 486.76ms, mfu 0.68%
iter 4320: loss 0.5753, time 487.46ms, mfu 0.68%
iter 4330: loss 0.5802, time 485.64ms, mfu 0.69%
iter 4340: loss 0.6039, time 483.03ms, mfu 0.69%
iter 4350: loss 0.5858, time 483.81ms, mfu 0.69%
iter 4360: loss 0.5789, time 483.01ms, mfu 0.70%
iter 4370: loss 0.5735, time 482.02ms, mfu 0.70%
iter 4380: loss 0.5684, time 481.79ms, mfu 0.70%
iter 4390: loss 0.5852, time 483.72ms, mfu 0.70%
iter 4400: loss 0.5730, time 483.42ms, mfu 0.71%
iter 4410: loss 0.5692, time 483.82ms, mfu 0.71%
iter 4420: loss 0.5634, time 481.79ms, mfu 0.71%
iter 4430: loss 0.5488, time 482.53ms, mfu 0.71%
iter 4440: loss 0.5830, time 482.66ms, mfu 0.71%
iter 4450: loss 0.5557, time 484.55ms, mfu 0.71%
iter 4460: loss 0.5861, time 486.39ms, mfu 0.71%
iter 4470: loss 0.5788, time 487.97ms, mfu 0.71%
iter 4480: loss 0.5854, time 502.48ms, mfu 0.71%
iter 4490: loss 0.5578, time 495.01ms, mfu 0.71%
step 4500: train loss 0.5774, val loss 0.5764
saving checkpoint to out-exp1-layer12
iter 4500: loss 0.6041, time 72809.59ms, mfu 0.64%
iter 4510: loss 0.5666, time 519.46ms, mfu 0.64%
iter 4520: loss 0.5901, time 522.62ms, mfu 0.65%
iter 4530: loss 0.5891, time 516.01ms, mfu 0.65%
iter 4540: loss 0.5672, time 516.98ms, mfu 0.65%
iter 4550: loss 0.5818, time 568.49ms, mfu 0.65%
iter 4560: loss 0.5546, time 581.58ms, mfu 0.64%
iter 4570: loss 0.5667, time 567.35ms, mfu 0.64%
iter 4580: loss 0.5510, time 562.77ms, mfu 0.64%
iter 4590: loss 0.5840, time 557.90ms, mfu 0.64%
iter 4600: loss 0.5866, time 559.31ms, mfu 0.64%
iter 4610: loss 0.5773, time 565.58ms, mfu 0.63%
iter 4620: loss 0.5887, time 557.06ms, mfu 0.63%
iter 4630: loss 0.5537, time 556.31ms, mfu 0.63%
iter 4640: loss 0.5576, time 556.04ms, mfu 0.63%
iter 4650: loss 0.5773, time 558.89ms, mfu 0.63%
iter 4660: loss 0.5551, time 560.27ms, mfu 0.63%
iter 4670: loss 0.5908, time 614.52ms, mfu 0.62%
iter 4680: loss 0.5575, time 563.85ms, mfu 0.62%
iter 4690: loss 0.5631, time 554.12ms, mfu 0.62%
iter 4700: loss 0.5616, time 554.97ms, mfu 0.62%
iter 4710: loss 0.6127, time 567.92ms, mfu 0.62%
iter 4720: loss 0.5863, time 552.27ms, mfu 0.62%
iter 4730: loss 0.5746, time 549.45ms, mfu 0.63%
iter 4740: loss 0.5607, time 548.43ms, mfu 0.63%
step 4750: train loss 0.5713, val loss 0.5711
saving checkpoint to out-exp1-layer12
iter 4750: loss 0.5766, time 77018.27ms, mfu 0.56%
iter 4760: loss 0.5501, time 543.46ms, mfu 0.57%
iter 4770: loss 0.5693, time 548.57ms, mfu 0.58%
iter 4780: loss 0.5844, time 540.01ms, mfu 0.59%
iter 4790: loss 0.5665, time 544.57ms, mfu 0.59%
iter 4800: loss 0.5702, time 544.18ms, mfu 0.60%
iter 4810: loss 0.5565, time 545.93ms, mfu 0.60%
iter 4820: loss 0.5739, time 545.00ms, mfu 0.60%
iter 4830: loss 0.5591, time 557.61ms, mfu 0.61%
iter 4840: loss 0.5754, time 549.15ms, mfu 0.61%
iter 4850: loss 0.5551, time 541.63ms, mfu 0.61%
iter 4860: loss 0.5498, time 544.45ms, mfu 0.62%
iter 4870: loss 0.5430, time 553.08ms, mfu 0.62%
iter 4880: loss 0.5741, time 555.31ms, mfu 0.62%
iter 4890: loss 0.5479, time 551.73ms, mfu 0.62%
iter 4900: loss 0.5690, time 550.61ms, mfu 0.62%
iter 4910: loss 0.5989, time 546.65ms, mfu 0.62%
iter 4920: loss 0.5749, time 540.38ms, mfu 0.63%
iter 4930: loss 0.5472, time 543.88ms, mfu 0.63%
iter 4940: loss 0.5846, time 542.72ms, mfu 0.63%
iter 4950: loss 0.5895, time 540.89ms, mfu 0.63%
iter 4960: loss 0.5920, time 539.08ms, mfu 0.63%
iter 4970: loss 0.5673, time 541.05ms, mfu 0.63%
iter 4980: loss 0.5789, time 541.95ms, mfu 0.63%
iter 4990: loss 0.5799, time 540.91ms, mfu 0.64%
step 5000: train loss 0.5679, val loss 0.5703
saving checkpoint to out-exp1-layer12
iter 5000: loss 0.5687, time 76210.14ms, mfu 0.57%
