Overriding config with config/exp2_width.py:
# Experiment 2 - Width sweep
# Vary: n_embd ∈ {128, 192, 256, 384}
# Fixed: n_layer = 6, n_head = 8, dropout = 0.0

out_dir = 'out-exp2-width'
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp2-width'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6
n_head = 8
n_embd = 256  # overridden via command line
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp2-embd384
Overriding: n_embd = 384
Overriding: wandb_run_name = exp2-embd384
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.71M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 10,802,688 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 3840: loss 0.5812, time 413.93ms, mfu 0.87%
iter 3850: loss 0.5825, time 420.81ms, mfu 0.87%
iter 3860: loss 0.5691, time 414.65ms, mfu 0.87%
iter 3870: loss 0.5577, time 413.59ms, mfu 0.88%
iter 3880: loss 0.5597, time 412.02ms, mfu 0.88%
iter 3890: loss 0.5786, time 422.74ms, mfu 0.88%
iter 3900: loss 0.5626, time 413.06ms, mfu 0.88%
iter 3910: loss 0.5779, time 416.07ms, mfu 0.88%
iter 3920: loss 0.5387, time 410.08ms, mfu 0.89%
iter 3930: loss 0.5870, time 415.23ms, mfu 0.89%
iter 3940: loss 0.5871, time 420.70ms, mfu 0.89%
iter 3950: loss 0.5875, time 411.54ms, mfu 0.89%
iter 3960: loss 0.5865, time 412.45ms, mfu 0.89%
iter 3970: loss 0.6062, time 413.31ms, mfu 0.89%
iter 3980: loss 0.5610, time 419.69ms, mfu 0.89%
iter 3990: loss 0.6024, time 420.57ms, mfu 0.89%
step 4000: train loss 0.5739, val loss 0.5729
saving checkpoint to out-exp2-embd384
iter 4000: loss 0.5781, time 57983.74ms, mfu 0.80%
iter 4010: loss 0.5504, time 413.41ms, mfu 0.82%
iter 4020: loss 0.5763, time 410.84ms, mfu 0.82%
iter 4030: loss 0.5564, time 408.36ms, mfu 0.83%
iter 4040: loss 0.5922, time 414.00ms, mfu 0.84%
iter 4050: loss 0.5742, time 419.47ms, mfu 0.85%
iter 4060: loss 0.5813, time 413.37ms, mfu 0.85%
iter 4070: loss 0.5556, time 410.62ms, mfu 0.86%
iter 4080: loss 0.5717, time 412.09ms, mfu 0.86%
iter 4090: loss 0.5691, time 412.55ms, mfu 0.87%
iter 4100: loss 0.5983, time 419.68ms, mfu 0.87%
iter 4110: loss 0.5551, time 414.91ms, mfu 0.87%
iter 4120: loss 0.5846, time 414.78ms, mfu 0.88%
iter 4130: loss 0.5850, time 412.98ms, mfu 0.88%
iter 4140: loss 0.5982, time 413.63ms, mfu 0.88%
iter 4150: loss 0.5747, time 415.89ms, mfu 0.88%
iter 4160: loss 0.5755, time 427.59ms, mfu 0.88%
iter 4170: loss 0.5796, time 412.79ms, mfu 0.89%
iter 4180: loss 0.5761, time 415.27ms, mfu 0.89%
iter 4190: loss 0.5864, time 409.88ms, mfu 0.89%
iter 4200: loss 0.5230, time 414.37ms, mfu 0.89%
iter 4210: loss 0.5847, time 418.12ms, mfu 0.89%
iter 4220: loss 0.5766, time 413.91ms, mfu 0.89%
iter 4230: loss 0.5531, time 412.08ms, mfu 0.89%
iter 4240: loss 0.5555, time 410.73ms, mfu 0.90%
step 4250: train loss 0.5677, val loss 0.5652
saving checkpoint to out-exp2-embd384
iter 4250: loss 0.6157, time 57985.16ms, mfu 0.81%
iter 4260: loss 0.5554, time 420.79ms, mfu 0.82%
iter 4270: loss 0.5592, time 413.31ms, mfu 0.82%
iter 4280: loss 0.5747, time 414.01ms, mfu 0.83%
iter 4290: loss 0.5524, time 410.52ms, mfu 0.84%
iter 4300: loss 0.5548, time 413.42ms, mfu 0.85%
iter 4310: loss 0.5598, time 414.75ms, mfu 0.85%
iter 4320: loss 0.5776, time 410.20ms, mfu 0.86%
iter 4330: loss 0.6087, time 414.48ms, mfu 0.86%
iter 4340: loss 0.5724, time 411.57ms, mfu 0.87%
iter 4350: loss 0.5623, time 417.31ms, mfu 0.87%
iter 4360: loss 0.5561, time 411.88ms, mfu 0.87%
iter 4370: loss 0.5780, time 414.05ms, mfu 0.88%
iter 4380: loss 0.5549, time 413.13ms, mfu 0.88%
iter 4390: loss 0.5351, time 413.40ms, mfu 0.88%
iter 4400: loss 0.5706, time 413.59ms, mfu 0.89%
iter 4410: loss 0.5987, time 413.87ms, mfu 0.89%
iter 4420: loss 0.5791, time 418.00ms, mfu 0.89%
iter 4430: loss 0.5528, time 406.09ms, mfu 0.89%
iter 4440: loss 0.5774, time 413.30ms, mfu 0.89%
iter 4450: loss 0.5582, time 426.53ms, mfu 0.89%
iter 4460: loss 0.5587, time 413.61ms, mfu 0.89%
iter 4470: loss 0.5730, time 418.88ms, mfu 0.89%
iter 4480: loss 0.5556, time 411.32ms, mfu 0.89%
iter 4490: loss 0.5637, time 411.18ms, mfu 0.90%
step 4500: train loss 0.5646, val loss 0.5640
saving checkpoint to out-exp2-embd384
iter 4500: loss 0.5273, time 58032.03ms, mfu 0.81%
iter 4510: loss 0.5645, time 416.76ms, mfu 0.82%
iter 4520: loss 0.5866, time 418.97ms, mfu 0.82%
iter 4530: loss 0.5311, time 413.07ms, mfu 0.83%
iter 4540: loss 0.5518, time 409.15ms, mfu 0.84%
iter 4550: loss 0.5682, time 420.22ms, mfu 0.85%
iter 4560: loss 0.5489, time 409.90ms, mfu 0.85%
iter 4570: loss 0.5581, time 412.12ms, mfu 0.86%
iter 4580: loss 0.5615, time 420.40ms, mfu 0.86%
iter 4590: loss 0.5609, time 415.47ms, mfu 0.87%
iter 4600: loss 0.5520, time 411.70ms, mfu 0.87%
iter 4610: loss 0.5735, time 414.87ms, mfu 0.87%
iter 4620: loss 0.5780, time 411.13ms, mfu 0.88%
iter 4630: loss 0.5708, time 418.85ms, mfu 0.88%
iter 4640: loss 0.5674, time 413.29ms, mfu 0.88%
iter 4650: loss 0.5424, time 413.65ms, mfu 0.88%
iter 4660: loss 0.5615, time 410.06ms, mfu 0.89%
iter 4670: loss 0.5645, time 416.35ms, mfu 0.89%
iter 4680: loss 0.5663, time 408.64ms, mfu 0.89%
iter 4690: loss 0.5414, time 413.12ms, mfu 0.89%
iter 4700: loss 0.5766, time 414.39ms, mfu 0.89%
iter 4710: loss 0.5867, time 414.38ms, mfu 0.89%
iter 4720: loss 0.5856, time 417.43ms, mfu 0.90%
iter 4730: loss 0.5309, time 431.08ms, mfu 0.89%
iter 4740: loss 0.5623, time 427.81ms, mfu 0.89%
step 4750: train loss 0.5598, val loss 0.5607
saving checkpoint to out-exp2-embd384
iter 4750: loss 0.5520, time 57547.63ms, mfu 0.80%
iter 4760: loss 0.5700, time 409.75ms, mfu 0.81%
iter 4770: loss 0.5779, time 407.89ms, mfu 0.82%
iter 4780: loss 0.5590, time 409.34ms, mfu 0.83%
iter 4790: loss 0.5926, time 413.03ms, mfu 0.84%
iter 4800: loss 0.5246, time 410.58ms, mfu 0.85%
iter 4810: loss 0.5494, time 409.45ms, mfu 0.85%
iter 4820: loss 0.5631, time 407.86ms, mfu 0.86%
iter 4830: loss 0.5379, time 408.70ms, mfu 0.87%
iter 4840: loss 0.5873, time 423.66ms, mfu 0.87%
iter 4850: loss 0.5950, time 414.33ms, mfu 0.87%
iter 4860: loss 0.5775, time 411.40ms, mfu 0.88%
iter 4870: loss 0.5783, time 407.00ms, mfu 0.88%
iter 4880: loss 0.5726, time 414.32ms, mfu 0.88%
iter 4890: loss 0.5774, time 423.37ms, mfu 0.88%
iter 4900: loss 0.5575, time 413.06ms, mfu 0.89%
iter 4910: loss 0.5736, time 411.26ms, mfu 0.89%
iter 4920: loss 0.5911, time 409.27ms, mfu 0.89%
iter 4930: loss 0.5466, time 409.66ms, mfu 0.89%
iter 4940: loss 0.5573, time 413.71ms, mfu 0.89%
iter 4950: loss 0.5654, time 410.15ms, mfu 0.90%
iter 4960: loss 0.5328, time 417.41ms, mfu 0.90%
iter 4970: loss 0.5302, time 407.48ms, mfu 0.90%
iter 4980: loss 0.5472, time 413.20ms, mfu 0.90%
iter 4990: loss 0.5459, time 410.76ms, mfu 0.90%
step 5000: train loss 0.5557, val loss 0.5567
saving checkpoint to out-exp2-embd384
iter 5000: loss 0.5849, time 57475.38ms, mfu 0.81%
