Overriding config with config/exp1_depth.py:
# Experiment 1 - Depth sweep
# Vary: n_layer ∈ {2, 4, 8, 12}
# Fixed: n_head = 8, n_embd = 256, dropout = 0.0
# Usage: python train.py config/exp1_depth.py --n_layer=2

out_dir = 'out-exp1-depth'  # will be overridden by run script
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp1-depth'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6  # overridden via command line
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp1-layer4
Overriding: n_layer = 4
Overriding: wandb_run_name = exp1-layer4
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 3.21M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 18, with 3,269,632 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 3810: loss 0.6239, time 172.40ms, mfu 0.63%
iter 3820: loss 0.6807, time 180.26ms, mfu 0.63%
iter 3830: loss 0.6511, time 173.81ms, mfu 0.63%
iter 3840: loss 0.6168, time 173.44ms, mfu 0.64%
iter 3850: loss 0.6540, time 177.01ms, mfu 0.64%
iter 3860: loss 0.6919, time 172.24ms, mfu 0.64%
iter 3870: loss 0.6503, time 176.19ms, mfu 0.65%
iter 3880: loss 0.6445, time 177.21ms, mfu 0.65%
iter 3890: loss 0.6554, time 172.09ms, mfu 0.65%
iter 3900: loss 0.6426, time 173.97ms, mfu 0.65%
iter 3910: loss 0.6165, time 170.09ms, mfu 0.66%
iter 3920: loss 0.6792, time 169.29ms, mfu 0.66%
iter 3930: loss 0.6712, time 177.15ms, mfu 0.66%
iter 3940: loss 0.6600, time 173.30ms, mfu 0.66%
iter 3950: loss 0.6414, time 172.67ms, mfu 0.67%
iter 3960: loss 0.6583, time 171.41ms, mfu 0.67%
iter 3970: loss 0.6678, time 180.62ms, mfu 0.67%
iter 3980: loss 0.6304, time 172.22ms, mfu 0.67%
iter 3990: loss 0.6579, time 173.82ms, mfu 0.67%
step 4000: train loss 0.6375, val loss 0.6364
saving checkpoint to out-exp1-layer4
iter 4000: loss 0.5899, time 26436.94ms, mfu 0.60%
iter 4010: loss 0.6249, time 189.83ms, mfu 0.60%
iter 4020: loss 0.6288, time 192.47ms, mfu 0.60%
iter 4030: loss 0.5892, time 197.90ms, mfu 0.60%
iter 4040: loss 0.6656, time 185.96ms, mfu 0.61%
iter 4050: loss 0.6290, time 191.73ms, mfu 0.61%
iter 4060: loss 0.6462, time 186.41ms, mfu 0.61%
iter 4070: loss 0.6687, time 187.31ms, mfu 0.61%
iter 4080: loss 0.6424, time 187.99ms, mfu 0.61%
iter 4090: loss 0.6567, time 187.17ms, mfu 0.61%
iter 4100: loss 0.6391, time 187.12ms, mfu 0.62%
iter 4110: loss 0.6041, time 196.12ms, mfu 0.61%
iter 4120: loss 0.6008, time 188.95ms, mfu 0.61%
iter 4130: loss 0.6083, time 185.94ms, mfu 0.62%
iter 4140: loss 0.6324, time 188.55ms, mfu 0.62%
iter 4150: loss 0.6049, time 189.45ms, mfu 0.62%
iter 4160: loss 0.6560, time 187.47ms, mfu 0.62%
iter 4170: loss 0.6134, time 187.50ms, mfu 0.62%
iter 4180: loss 0.6386, time 186.15ms, mfu 0.62%
iter 4190: loss 0.6591, time 193.78ms, mfu 0.62%
iter 4200: loss 0.6211, time 193.05ms, mfu 0.62%
iter 4210: loss 0.6171, time 189.50ms, mfu 0.62%
iter 4220: loss 0.6628, time 191.98ms, mfu 0.62%
iter 4230: loss 0.6348, time 194.81ms, mfu 0.62%
iter 4240: loss 0.6352, time 186.99ms, mfu 0.62%
step 4250: train loss 0.6304, val loss 0.6299
saving checkpoint to out-exp1-layer4
iter 4250: loss 0.6139, time 25380.78ms, mfu 0.56%
iter 4260: loss 0.6250, time 177.48ms, mfu 0.57%
iter 4270: loss 0.6070, time 174.46ms, mfu 0.58%
iter 4280: loss 0.6287, time 160.16ms, mfu 0.59%
iter 4290: loss 0.6320, time 173.20ms, mfu 0.60%
iter 4300: loss 0.6422, time 175.29ms, mfu 0.61%
iter 4310: loss 0.6265, time 173.06ms, mfu 0.62%
iter 4320: loss 0.6256, time 172.87ms, mfu 0.62%
iter 4330: loss 0.6433, time 174.08ms, mfu 0.63%
iter 4340: loss 0.6213, time 177.78ms, mfu 0.63%
iter 4350: loss 0.6166, time 173.95ms, mfu 0.64%
iter 4360: loss 0.6432, time 159.96ms, mfu 0.65%
iter 4370: loss 0.6773, time 174.38ms, mfu 0.65%
iter 4380: loss 0.6201, time 178.22ms, mfu 0.65%
iter 4390: loss 0.6489, time 176.01ms, mfu 0.65%
iter 4400: loss 0.6402, time 175.87ms, mfu 0.65%
iter 4410: loss 0.6037, time 172.53ms, mfu 0.66%
iter 4420: loss 0.6415, time 172.69ms, mfu 0.66%
iter 4430: loss 0.5923, time 173.81ms, mfu 0.66%
iter 4440: loss 0.6292, time 176.04ms, mfu 0.66%
iter 4450: loss 0.6015, time 174.43ms, mfu 0.66%
iter 4460: loss 0.6196, time 182.28ms, mfu 0.66%
iter 4470: loss 0.6535, time 175.44ms, mfu 0.66%
iter 4480: loss 0.6294, time 174.78ms, mfu 0.66%
iter 4490: loss 0.6412, time 171.14ms, mfu 0.66%
step 4500: train loss 0.6250, val loss 0.6282
saving checkpoint to out-exp1-layer4
iter 4500: loss 0.6416, time 25843.01ms, mfu 0.60%
iter 4510: loss 0.6248, time 175.06ms, mfu 0.61%
iter 4520: loss 0.6508, time 178.78ms, mfu 0.61%
iter 4530: loss 0.6076, time 174.70ms, mfu 0.62%
iter 4540: loss 0.6610, time 183.92ms, mfu 0.62%
iter 4550: loss 0.6400, time 175.40ms, mfu 0.62%
iter 4560: loss 0.6316, time 181.05ms, mfu 0.63%
iter 4570: loss 0.6444, time 194.25ms, mfu 0.62%
iter 4580: loss 0.6033, time 185.51ms, mfu 0.63%
iter 4590: loss 0.6412, time 189.99ms, mfu 0.63%
iter 4600: loss 0.6212, time 191.72ms, mfu 0.62%
iter 4610: loss 0.6211, time 188.58ms, mfu 0.62%
iter 4620: loss 0.6319, time 190.66ms, mfu 0.62%
iter 4630: loss 0.6533, time 198.92ms, mfu 0.62%
iter 4640: loss 0.6391, time 185.24ms, mfu 0.62%
iter 4650: loss 0.6501, time 188.34ms, mfu 0.62%
iter 4660: loss 0.6102, time 189.64ms, mfu 0.62%
iter 4670: loss 0.6706, time 187.41ms, mfu 0.62%
iter 4680: loss 0.6236, time 190.59ms, mfu 0.62%
iter 4690: loss 0.6279, time 191.11ms, mfu 0.62%
iter 4700: loss 0.6171, time 193.64ms, mfu 0.62%
iter 4710: loss 0.5999, time 188.09ms, mfu 0.62%
iter 4720: loss 0.6055, time 188.66ms, mfu 0.62%
iter 4730: loss 0.6201, time 190.18ms, mfu 0.62%
iter 4740: loss 0.5964, time 193.19ms, mfu 0.62%
step 4750: train loss 0.6238, val loss 0.6230
saving checkpoint to out-exp1-layer4
iter 4750: loss 0.6723, time 27465.00ms, mfu 0.56%
iter 4760: loss 0.6062, time 190.60ms, mfu 0.56%
iter 4770: loss 0.6348, time 191.11ms, mfu 0.57%
iter 4780: loss 0.6177, time 187.59ms, mfu 0.57%
iter 4790: loss 0.5997, time 191.39ms, mfu 0.58%
iter 4800: loss 0.6234, time 186.02ms, mfu 0.58%
iter 4810: loss 0.6249, time 188.76ms, mfu 0.59%
iter 4820: loss 0.6388, time 186.14ms, mfu 0.59%
iter 4830: loss 0.6189, time 187.88ms, mfu 0.60%
iter 4840: loss 0.6117, time 192.46ms, mfu 0.60%
iter 4850: loss 0.6052, time 186.62ms, mfu 0.60%
iter 4860: loss 0.6074, time 189.92ms, mfu 0.60%
iter 4870: loss 0.6175, time 202.12ms, mfu 0.60%
iter 4880: loss 0.6516, time 186.74ms, mfu 0.60%
iter 4890: loss 0.6460, time 190.66ms, mfu 0.60%
iter 4900: loss 0.6089, time 187.55ms, mfu 0.61%
iter 4910: loss 0.6066, time 186.06ms, mfu 0.61%
iter 4920: loss 0.6245, time 193.22ms, mfu 0.61%
iter 4930: loss 0.6342, time 221.43ms, mfu 0.60%
iter 4940: loss 0.6420, time 171.07ms, mfu 0.61%
iter 4950: loss 0.6247, time 177.65ms, mfu 0.61%
iter 4960: loss 0.6457, time 176.60ms, mfu 0.62%
iter 4970: loss 0.6215, time 193.10ms, mfu 0.62%
iter 4980: loss 0.6030, time 203.27ms, mfu 0.61%
iter 4990: loss 0.6013, time 180.55ms, mfu 0.62%
step 5000: train loss 0.6200, val loss 0.6193
saving checkpoint to out-exp1-layer4
iter 5000: loss 0.6107, time 26806.27ms, mfu 0.56%
